PERFIS;wagsantisteban;danilogentili;Leah_Sandy;rafinhabastos;huckluciano;marcelotas;programapanico;rosana;kibeloco;melhoresfrases;;;;;;;;;;;;;
65;RT @wagsantisteban 4 mil pessoas têm gripe suína e todo mundo quer usar máscaras. 33 MILHõeS têm AIDS e ninguém quer usar camisinha!;RT @DaniloGentili: Se essa historia de usar alcool na mao previne gripe suina entao o Zeca Pagodinho e imune ao virus. #PiadasManjadas;RT @Leah_Sandy 4 mil pessoas têm gripe suína e todo mundo quer usar máscaras. 33 MILHõeS têm AIDS e ninguém quer usar camisinha;RT @teatrogt Show Rafinha Bastos  @rafinhabastos em Americana 21 de Agosto - CANCELADO - GRIPE SUÍNA ! tá fudido se a moda pegar.;@huckluciano RT @Neto RT @mouarte Gripe suina? Eu, me preocupar? http://bit.ly/3KTapU;@marcelotas Será sobre os efeitos da gripe suína na retomada do crescimento econámico do Brasil.;@programapanico  Jacqueline Ruas, de 15 anos POR NEGLIGãoŠNCIA, VOLTA DA DISNEY MORTA ão€ CIDADE DE GUARUJão. MOTIVO: GRIPE SUÍNA!;@rosana isso é porque vc nãoo viu o 'hoje em dia' da record ontem sobre gripe suina. por ele vc nem perdia seu tempo indo ao hospital.é mole;RT @kibeloco: Gripe suina: nao ha motivo para panico. ( http://migre.me/f/15X8);HAHA RT @melhoresfrases Sou fumante, passageiro de fretado e corintiano. Minha vida virou um inferno. Só falta gripe suína. Marcelo Taboada;;;;;;;;;;;;;
66;RT @wagsantisteban : 4 mil pessoas têm gripe suína e todo mundo quer usar máscaras. 33 MILHõeS têm AIDS e ninguém quer usar camisinha!;RT: @DaniloGentili: Se essa historia de usar alcool na mao previne gripe suina entao o Zeca Pagodinho e imune ao virus. #PiadasManjadas;RT @Leah_Sandy RT @wagsantisteban 4mil pessoas têm gripe suína e todos querem usar máscara.33 MILHõeS têm AIDS e ninguém quer usar camisinha;@rafinhabastos Para os judeus, pegar gripe suína é pecado ou sendo de graça tá valendo? Me tire essa dúvida Rafinha...;@huckluciano xoxo gripe suína =];"@marcelotas na coluna nãoo sei, mas nos classificados com ctz vai ter anuncio recrutando jornalistas. Aposto em ""A gripe suína nãoo me pega""";@programapanico adorei encontrar esse twitter ...é ótimo pra me ENTRENTER nessas férias prolongadas por conta da gripe suina!valeu gente!!!;@rosana - pois eh! E esse cruzeiro raposudo vai lotar BH com estes ignorantes e com possibilidades de nos trazerem virus da gripe suína!!!;RT: @kibeloco: Gripe suína: nãoo há motivo para pânico. (http://migre.me/15X8);RT @melhoresfrases Sou fumante, passageiro de fretado e corintiano. Minha vida virou um inferno. Só falta gripe suína. Marcelo Taboada/FSP;;;;;;;;;;;;;
67;RT @wagsantisteban 4 mil pessoas têm gripe suína e todo mundo quer usar máscaras. 33 MILHõeS têm AIDS e ninguém quer usar camisinha!;RT @DaniloGentili Se essa historia de usar alcool na mao previne gripe suina entao o Zeca Pagodinho e imune ao virus. #PiadasManjadas;RT @Leah_Sandy 4 mil pessoas têm gripe suína e todo mundo quer usar máscaras. 33 MILHõeS têm AIDS e ninguém quer usar camisinha;@kibeloco @DaniloGentili @rafinhabastos @lulusuperpop http://twitpic.com/c7y0d - REMéDIO PARA GRIPE SUINA!;@huckluciano PRA MOSTRAR PRA QUEM CHEGA E PRA  QUEM VAI. QUE ELES ESTãoƒO MUITO PREOCUPADOS COM GRIPE SUINA, BOVINA ,AVIãoRIA. São“ ISSO AMIGO.;@marcelotas Eu aposto na Gripe Suina pra coluna do Sarney.;@programapanico vai ser a feijoada da gripe suina , so vai porco e contaminado;RT @Cardoso: @rosana no fundo do armário nãoo faz mal a ninguém. No lixo o porco de ilha das flores come o Brida e dá início a gripe suína.;RT @kibeloco: Gripe suína: nãoo há motivo para pânico. (http://migre.me/15X8)..;@amandaluca  RT : @melhoresfrases Sou fumante, passageiro de fretado e corintiano. Minha vida virou um inferno. Só falta gripe suína.;;;;;;;;;;;;;
68;RT @wagsantisteban 4 mil pessoas têm gripe suína e todo mundo quer usar máscaras. 33 MILHõeS têm AIDS e ninguém quer usar camisinha!;RT @DaniloGentili Se essa historia de usar alcool na mao previne gripe suina entao o Zeca Pagodinho e imune ao virus. #PiadasManjadas;RT @Leah_Sandy 4 mil pessoas têm gripe suína e todo mundo quer usar máscaras. 33 MILHõeS têm AIDS e ninguém quer usar camisinha!;@rafinhabastos @DaniloGentili @marcoluque @marcelotas http://bit.ly/xA6X2 a gripe suína agora com batidãoo!;"@huckluciano uhuull! dá-lhe gripe suína! dá-lhe ""férias suínas"" !";@marcelotas Como saber se está com a gripe suina? #gripesuina http://bit.ly/Dxvd1;@programapanico Eu vou representando a gripe suína....que coisa sensacional...HAHAHAHHAHAHHA;@rosana no fundo do armário nãoo faz mal a ninguém. No lixo o porco de ilha das flores come o Brida e dá início a gripe suína.;Gripe suína: nãoo há motivo para pânico. (http://migre.me/15X8) (via @kibeloco);RT: @melhoresfrases: Sou fumante, passageiro de fretado e corintiano. Minha vida virou um inferno. Só falta gripe suína. Marcelo Taboada/FSP;;;;;;;;;;;;;
69;RT @wagsantisteban 4 mil pessoas têm gripe suína e todo mundo quer usar máscaras. 33 MILHõeS têm AIDS e ninguém quer usar camisinha!;RT @DaniloGentili Se essa historia de usar alcool na mao previne gripe suina entao o Zeca Pagodinho e imune ao virus. #PiadasManjadas;RT @mayra_pellisari RT @Leah_Sandy 4 mil têm gripe suína e todo mundo quer usar máscaras. 33 milhões têm AIDS e ninguém quer usar camisinha;"@rafinhabastos A Fazendo fazendo propaganda do Vick...olha a gripe suína aão­!Qualquer medicamento p ""camuflar"" os sintomas deve ser evitado!";@huckluciano é Luciano...ta feio o negocio da gripe suina!!!;@rafinhabastos @DaniloGentili @marcoluque @marcelotas http://bit.ly/xA6X2 a gripe suína agora com batidãoo!;@programapanico Olha hein?! Vai que é gripe suína!;@rosana MMMMuuuuiiiiiiitto bommmmmm!!!!! Essa teia de comunição (Twitter) tá mais rápida que gripe suína na Argentina!!!!!!;"Pergunta da semana: ""Quem morre de gripe suína vira espão­rito de porco?"" (@kibeloco)";RT: @melhoresfrases: Sou fumante, passageiro de fretado e corintiano. Minha vida virou um inferno. Só falta gripe suína. Marcelo Taboada/FSP;;;;;;;;;;;;;
70;RT @Luh_biologa RT @wagsantisteban 4 mil pessoas têm gripe suína e todo mundo qr usar máscaras. 33 MILHõeS têm AIDS e ngm qr usar camisinha!;RT: @AdrianaTerri: RT @DaniloGentili Se essa historia de usar alcool na mao previne gripe suina entao o Zeca Pagodinho e imune ao virus.;RT @Leah_Sandy 4 mil pessoas têm gripe suína e todo mundo quer usar máscaras. 33 MILHõeS têm AIDS e ninguém quer usar camisinha!;@rafinhabastos Assiste esse vão­deo sobre a gripe suína! http://bit.ly/1o8QaQ;RT @huckluciano:O passageiro fica como babaca escrevendo milhares de respostas e qdo desembarca, sobra com o formulário.E dá-lhe gripe suína;"@marcelotas A Fazendo fazendo propaganda do Vick...olha a gripe suína aão­!Qualquer medicamento p ""camuflar"" os sintomas deve ser evitado!!!";@programapanico gripe suína O_O HAHAHAHAHAH brincadeira.;@rosana Há centenas de pessoas c gripe suína nos 5 continentes. E TODO MUNDO quer usar máscara. Há milhões c AIDS e ninguém quer camisinha.;@kibeloco E depois reclamam de automedicação...essa semana descobri q tá com gripe suína e meningite!;Boa! @melhoresfrasesSou fumante, passageiro de fretado e corintiano. Minha vida virou um inferno. Só falta gripe suína. Marcelo Taboada/FSP;;;;;;;;;;;;;
71;RT @Luh_biologa: RT @wagsantisteban 4milpessoas têm gripesuína e todomundo quer usar máscaras. 33MILHõeS têmAIDS eninguém querusarcamisinha!;RT: @DaniloGentili: Se essa historia de usar alcool na mao previne gripe suina entao o Zeca Pagodinho e imune ao virus. #PiadasManjadas;@Leah_Sandy é verdade!!! 4 mil pessoas têm gripe suína e todo mundo quer usar máscaras. 33 MILHõeS têm AIDS e ninguém quer usar camisinha!;RT @rafinhabastos Sem medo da gripe suína: http://tinyurl.com/lfxbwm;@huckluciano meu sonho é descobrir isso tbm.  DALHE GRIPE SUÍNA  --';@marcelotas Eurico Miranda no CQC.  Acho que foi o Eurico q trouxe a gripe suína para o Rio, o velho só faz o que nãoo presta!;@programapanico Cuidado com com a gripe suina na feijuca!!!;@rosana No RS eu nãoo sei, mas aqui em Goiás vem gringo pra caramba, e só três casos de gripe suina. Amém.;@kibeloco incrivel que sãoo os mesmos sintomas da dengue e gripe suina.;RT @melhoresfrases Sou fumante, passageiro de fretado e corintiano. Minha vida virou um inferno. Só falta gripe suína. Marcelo Taboada/FSP;;;;;;;;;;;;;
72;RT @wagsantisteban 4 mil pessoas têm gripe suína e todo mundo quer usar máscaras. 33 MILHõeS têm AIDS e ninguém quer usar camisinha!;RT @DaniloGentili Se essa historia de usar alcool na mao previne gripe suina entao o Zeca Pagodinho e imune ao virus. #PiadasManjadas;@Leah_Sandy  4 mil pessoas têm gripe suína e todo mundo quer usar máscaras. 33 MILHõeS têm AIDS e ninguém quer usar camisinha!;@rafinhabastos Pessoal, tomem cuidado!!! A gripe suína está deixando sequelas (Imagens fortes) http://bit.ly/Mycxa;@huckluciano: vãoo parar aqui a cidade de curitiba por 2 semanas que nem fiseram no mexico por causa da gripe suina;@marcelotas Assista esse vão­deo inédito sobre a gripe suína! http://bit.ly/1o8QaQ;RT @programapanico cuidado com a gripe suina na sauna gay, hein, gente!;@rosana Já falei que OINC!... esse negócio de OINC!... gripe suína OINC!... é bobagem OINC! OINC!!!;"RT @kibeloco Pergunta da semana: ""Quem morre de gripe suína vira espão­rito de porco?""";RT @melhoresfrases: Sou fumante, passageiro de fretado e corintiano. Minha vida virou um inferno. Só falta gripe suína. Marcelo Taboada/FSP;;;;;;;;;;;;;
73;RT @wagsantisteban 4 mil pessoas têm gripe suína e todo mundo quer usar máscaras. 33 MILHõeS têm AIDS e ninguém quer usar camisinha!;RT @DaniloGentili Se essa historia de usar alcool na mao previne gripe suina entao o Zeca Pagodinho e imune ao virus. #PiadasManjadas;@Leah_Sandy -  4 mil pessoas têm gripe suína e todo mundo quer usar máscaras. 33 milhões têm AIDS e ninguém quer usar camisinha.;@rafinhabastos http://twitpic.com/br0vz - Puts isso ae ta pior que gripe suina é a gripe da baleia;@huckluciano é querido as férias acabou as mas aulas ainda nãoo votaram por causa da gripe suina!!!Que chatu;@marcelotas RT @wagsantisteban 4 mil pess. com gripe suína e todo mundo quer usar máscaras.33 MILHõeS têm AIDS e ninguém quer usar camisinha;RT: @programapanico: cuidado com a gripe suina na sauna gay, hein, gente! kkkkkkk;@rosana acho melhor tu te preocupar com a falta de investimento em educação que mata tanta gente do que com a gripe suína...;"RT @kibeloco: Pergunta da semana: ""Quem morre de gripe suína vira espão­rito de porco?""";RT @melhoresfrases Sou fumante, passageiro de fretado e corintiano. Minha vida virou um inferno. Só falta gripe suína. Marcelo Taboada/FSP;;;;;;;;;;;;;
74;@marciacris2009 RT @wagsantisteban 4 mil pess. com gripe suína e todo mundo quer usar másk.33 MILHõeS têm AIDS e ninguém quer usar camisinha;RT @DaniloGentili: Se essa historia de usar alcool na mao previne gripe suina entao o Zeca Pagodinho e imune ao virus. #PiadasManjadas;RT @Leah_Sandy  4 mil pessoas têm gripe suína e todo mundo quer usar máscaras. 33 MILHõeS têm AIDS e ninguém quer usar camisinha!;@rafinhabastos eei rafinha,faz esse teste pra ver se vc vai contrair gripe suina =D abraços http://bit.ly/5lzDT;@danilogentili Acho que você nãoo tá com essa bola toda! Só 1500? O @huckluciano botou 50 mil com iPodzinho e convalescendo da gripe Suína...;@MauMeirelles @ciabarbixas @themansfield @marcelotas genteeeea Gripe suina virou Resident Evil. cara... Isso é literalmente uma febre...;@programapanico e lavar a mãoo com álcool gel! sério! rsrsrs Com sapólio fico com gripe suína e sem as mãoos! kkkkkkk;@rosana gripe suína? preocupação... preocupação sim... mas riscos? praticamente 0, o problema é mais para a fronteira... ;"kibeloco - Pergunta da semana: ""Quem morre de gripe suína vira espão­rito de porco?"" Desculpa, mas eu ri!";haha @melhoresfrases Sou fumante, passageiro de fretado e corintiano. Minha vida virou um inferno. Só falta gripe suína. Marcelo Taboada/FSP;;;;;;;;;;;;;
75;RT @wagsantisteban 4 mil pessoas têm gripe suína e todo mundo quer usar máscaras. 33 MILHõeS têm AIDS e ninguém quer usar camisinha!;RT DaniloGentili Se essa historia de usar alcool na mao previne gripe suina entao o Zeca Pagodinho e imune ao virus.;RT @Leah_Sandy 4 mil pessoas têm gripe suína e todo mundo quer usar máscaras. 33 MILHõeS têm AIDS e ninguém quer usar camisinha!;Vale a pena conferir RT @rafinhabastos Sem medo da gripe suína: http://tinyurl.com/lfxbwm;@huckluciano 4 mil pessoas têm gripe suína e todo mundo quer usar máscaras. 33 MILHõeS têm AIDS e ninguém quer usar camisinha! né verdade lu;@marcelotas Dica p/ político RT @Prof_Pasquale Com toda essa neurose em torno da gripe suína, estou me sentindo o Monk. Vou lavar as mãoos...;@programapanico pra num pegar a gripe suina eh so mandar um salve.. dae fica td na boa! =D;@rosana Xi... Gripe suína;"Pergunta da semana: ""Quem morre de gripe suína vira espão­rito de porco?"" (@mitcha) (via @kibeloco)";hahaha RT @melhoresfrases: Sou fumante, passageiro de fretado e corintiano. Minha vida virou um inferno. Só falta gripe suína.;;;;;;;;;;;;;
76;RT @wagsantisteban 4 mil pessoas têm gripe suína e todo mundo quer usar máscaras. 33 MILHõeS têm AIDS e ninguém quer usar camisinha!;RT @DaniloGentili: Se essa historia de usar alcool na mao previne gripe suina entao o Zeca Pagodinho e imune ao virus. #PiadasManjadas - LOL;@Leah_Sandy 4 mil pessoas têm gripe suína e todo mundo quer usar máscaras. 33 MILHõeS têm AIDS e ninguém quer usar camisinha! /FATO;@rafinhabastos Basto ontem conhesi esse cara em um karaoke ele fiz a musica da gripe suina, da uma olhada muito boa, mais responde....;@huckluciano que chic! só nãoo pode gripe suína! bjus!!!!!!!!;@marcelotas Acho que é Gastronomia, pois diante de tanta gente com o rabo preso a Gripe Suina ainda anda a solta. Pizza ou feijoada?;@programapanico O shakespeare morreu de gripe suina ou de alguma doença venérea!;@rosana Profissionais bem informados vãoo a Argentina gravar programa de  TV famosa e estãoo de 40tena. Motivo: André M c/ gripe suína.;"RT @kibeloco Pergunta da semana: ""Quem morre de gripe suína vira espão­rito de porco?"" (@mitcha)";RI MTO!!! RT @melhoresfrases Sou fumante, passageiro de fretado e corintiano. Minha vida virou um inferno. Só falta gripe suína.;;;;;;;;;;;;;
77;RT @wagsantisteban 4 mil pessoas têm gripe suína e todo mundo quer usar máscaras. 33 MILHõeS têm AIDS e ninguém quer usar camisinha!;RT @DaniloGentili: Se essa historia de usar alcool na mao previne gripe suina entao o Zeca Pagodinho e imune ao virus.;RT @Leah_Sandy :4 mil pessoas têm gripe suína e todo mundo quer usar máscaras. 33 MILHõeS têm AIDS e ninguém quer usar camisinha!;Sem medo da gripe suína: http://tinyurl.com/lfxbwm RT @rafinhabastos;@huckluciano to indiganada com essa gripe suína, to em pânico, tenho filhos pequenos, como agir?;"O ministério da saude adverte: ""Para evitar gripe suína, nãoo divida a escova de dentes com ninguem"" @rafinhabastos @marcelotas @sandrogork";@programapanico teve meningite, lectospirose, tuberculose ,hepatite, HPV, hemorroida asmatica, e morreu de gripe suina aos 35 anos;RT AGORA FICARãoƒO EM ALERTA??? @rosana http://migre.me/33qQ - André Marques c/ gripe suína eu já falei. Mas...twitter da Ana Maria Braga?;"RT @kibeloco Pergunta da semana: ""Quem morre de gripe suína vira espão­rito de porco?"" (@mitcha)";RT @melhoresfrases Sou fumante, passageiro de fretado e corinthiano. Minha vida virou um inferno. Só falta gripe suína. Marcelo Taboada/FSP;;;;;;;;;;;;;
78;@wagsantisteban 4 mil pessoas têm gripe suína e todo mundo quer usar máscaras.33 MILHõeS têm AIDS e ninguém quer usar camisinha!;RT: DaniloGentiliSe essa historia de usar alcool na mao previne gripe suina entao o Zeca Pagodinho e imune ao virus.;@Leah_Sandy Boa: 4 mil pessoas têm gripe suína e todo mundo quer usar máscaras. 33 MILHõeS têm AIDS e ninguém quer usar camisinha!;RT: @rafinhabastos: Sem medo da gripe suína: http://tinyurl.com/lfxbwm -&gt;@huckluciano Angélica fez um programa realmente especial, ainda mais por estarmos em tempos de gripe suína, casal está afinado com o sucesso;@marcelotas Com certeza será sobre as mortes da Gripe Suína, pois ele é peixe e anda morrendo pela boca.;@programapanico shakespeare morreu de gripe suína, que contraiu logo após tomar um Milk Shake no mesmo copo de um Argentino;RT: @rosana: André Marques coom gripe Suína nãoo é diagnóstico, é #piadadavovó ! http://migre.me/32jj  @cacarosset PARECENDO UM PORCO JA TA..;"RT @kibeloco: Pergunta da semana: ""Quem morre de gripe suína vira espão­rito de porco?"" (@mitcha)";RT @melhoresfrases Sou fumante, passageiro de fretado e corintiano. Minha vida virou um inferno. Só falta gripe suína. Marcelo Taboada/FSP;;;;;;;;;;;;;
79;RT @wagsantisteban: 4 mil pessoas têm gripe suína e todo mundo quer usar máscaras. 33 MILHõeS têm AIDS e ninguém quer usar camisinha!;RT @DaniloGentili Se essa historia de usar alcool na mao previne gripe suina entao o Zeca Pagodinho e imune ao virus. #PiadasManjadas;RT: @Leah_Sandy 4 mil pessoas têm gripe suína e todo mundo quer usar máscaras. 33 MILHõeS têm AIDS e ninguém quer usar camisinha!;RT @rafinhabastos Sem medo da gripe suína: http://tinyurl.com/lfxbwm;@huckluciano viu o apresentador do video show ta melhor da gripe suina???;@marcoluque como diria @marcelotas : Gripe suína nãoo pode ser pandemia, afinal a doença dá no Porco e nãoo no Panda.;@programapanico Shakespeare morre bebado com febre, acho que era gripe suina...mas a vizinha FOFOQUEIRA diz que ele era o Romeu.;@rosana Gripe Suína um dia passa, Sarney nãoo;"RT @kibeloco Pergunta da semana: ""Quem morre de gripe suína vira espão­rito de porco?"" (@mitcha)";RT @melhoresfrases: Sou fumante, passageiro de fretado e corintiano. Minha vida virou um inferno. Só falta gripe suína. Marcelo Taboada/FSP;;;;;;;;;;;;;
